ID|URL|Name|Score|Reviews|Price Level|Category|Phone|Address|District|Latitude|Longitude
1|https://www.yelp.es/biz/el-sur-madrid|El Sur|4.5|640|€€|Bares de tapas|915 278 340|Calle de la Torrecilla del Leal, 12|Lavapiés y Embajadores|40.4110475|-3.6995454
2|https://www.yelp.es/biz/juana-la-loca-madrid-2|Juana la Loca|4.5|196|€€€|Tapas, pinchos o raciones|913 640 525|Plaza de Puerta de Moros, 4|La Latina|40.4113584|-3.7110637
3|https://www.yelp.es/biz/la-gastro-madrid|La Gastro|4.5|69|€€|Gastrobar|913 642 263|Calle del Barco, 7|Malasaña|40.4211631|-3.7029208
4|https://www.yelp.es/biz/celso-y-manolo-madrid|Celso y Manolo|4.5|165|€€|Bares de tapas|915 318 079|Calle de la Libertad, 1|Chueca|40.4202014|-3.6974769
5|https://www.yelp.es/biz/bot%C3%ADn-madrid-3|Botín|4.0|513|€€€|Español|913 664 217|Calle de Cuchilleros, 17|Sol|40.4141769|-3.7079547
6|https://www.yelp.es/biz/jard%C3%ADn-secreto-madrid-2|Jardín Secreto|4.0|61|€€|Lounges|915 310 260|Calle de la Montera, 37|Sol|40.4190496|-3.7021948
7|https://www.yelp.es/biz/el-jard%C3%ADn-secreto-madrid-2|El Jardín Secreto|4.0|82|€€|Lounges|915 418 023|Calle de Conde Duque, 2|Universidad|40.4257794|-3.7115128
8|https://www.yelp.es/biz/ten-con-ten-madrid|Ten con Ten|4.5|144|€€€|Europeo moderno|915 759 254|Calle de Ayala, 6|Salamanca|40.4277169|-3.6885323
9|https://www.yelp.es/biz/la-malontina-madrid|La Malontina|4.5|106|€€|Europeo moderno|914 203 108|Calle Verónica, 4|Cortes|40.4775998|-3.6877775
10|https://www.yelp.es/biz/lakasa-madrid-5|Lakasa|5.0|46|€€|Español|915 338 715|Plaza del Descubridor Diego de Ordás, 1|Chamberí|40.4409234|-3.7007968
11|https://www.yelp.es/biz/rosi-la-loca-madrid|Rosi La Loca|4.5|140|€€|Bares de tapas|915 326 681|Calle de Cádiz, 4|Sol|40.4157233|-3.7028903
12|https://www.yelp.es/biz/takos-al-pastor-madrid|Takos al Pastor|4.5|361|€|Mexicano|680 247 217|Calle de la Abada, 2|Sol|40.4190231|-3.703732599999999
13|https://www.yelp.es/biz/malaspina-madrid|Malaspina|4.0|191|€|Bares de tapas|649 357 923|Calle de Cádiz, 9|Sol|40.4159011|-3.7025236
14|https://www.yelp.es/biz/tinto-y-tapas-madrid|Tinto y Tapas|4.5|147|€|Bares de tapas|910 711 457|Calle de Almadén, 14|Cortes|40.4110204|-3.6943769
15|https://www.yelp.es/biz/alhambra-madrid-3|Alhambra|4.0|438|€€|Español|915 210 708|Calle de la Victoria, 9|Sol|40.4158802|-3.701599099999999
16|https://www.yelp.es/biz/carmencita-madrid|Carmencita|4.5|149|€€|Europeo moderno|915 238 073|Calle San Vicente Ferrer, 51|Universidad|40.4260776|-3.7074478
17|https://www.yelp.es/biz/el-rinc%C3%B3n-asturiano-madrid-2|El Rincón Asturiano|4.5|29|€€|Español|915 308 968|Calle de las Delicias, 26|Arganzuela|40.4039889|-3.6923936
18|https://www.yelp.es/biz/casa-lucas-madrid|Casa Lucas|4.5|145|€€|Bares de tapas|913 650 804|Calle de la Cava Baja, 30|La Latina|40.4123693|-3.7094301
19|https://www.yelp.es/biz/melos-madrid-2|Melo’s|4.5|83|€|Español|915 275 054|Calle del Ave María, 44|Lavapiés y Embajadores|40.4097408|-3.7011511
20|https://www.yelp.es/biz/m%C3%A1s-al-sur-madrid|Más Al Sur|4.5|113|€€|Español|910 249 936|Calle de Santa Isabel, 35|Lavapiés y Embajadores|40.4101987|-3.6968156
21|https://www.yelp.es/biz/ojal%C3%A1-madrid-4|Ojalá|4.0|130|€€|Lounges|915 232 747|Calle San Andrés, 1|Malasaña|40.4256125|-3.7039885
22|https://www.yelp.es/biz/la-mi-venta-madrid|La Mi Venta|4.5|87|€€€|Español|915 595 091|Plaza de la Marina Española, 7|Palacio|40.4203535|-3.7124744
23|https://www.yelp.es/biz/street-xo-madrid-2|Street Xo|4.5|81|€€€|Gastrobar|915 319 884|Calle de Serrano, 52|Salamanca|40.4276329|-3.6871185
24|https://www.yelp.es/biz/el-%C3%B1eru-madrid-2|El Ñeru|4.0|54|€€|Español|915 481 977|Calle de Bordadores, 5|Sol|40.4167103|-3.7075573
25|https://www.yelp.es/biz/perrachica-madrid-2|Perrachica|3.5|36|€€€|Mediterráneo|917 377 775|Calle Eloy Gonzalo,10|Chamberí|40.4336358|-3.7029795
26|https://www.yelp.es/biz/casa-lucio-madrid|Casa Lucio|4.0|65|€€€|Español|913 653 252|Calle de la Cava Baja, 35|La Latina|40.4120807|-3.7097015
27|https://www.yelp.es/biz/inclan-brutal-madrid|InClan Brutal|4.5|133|€€|Bares de tapas|910 238 038|Calle Álvarez Gato, 4|Cortes|40.4151231|-3.7019616
28|https://www.yelp.es/biz/casa-federica-madrid|Casa Federica|4.5|91|€€|Argentino|915 429 675|Calle de la Manzana, 19|Universidad|40.4239549|-3.7087507
29|https://www.yelp.es/biz/la-pescader%C3%ADa-madrid|La Pescadería|4.0|51|€€|Europeo moderno|915 239 051|Calle de la Ballesta, 32|Malasaña|40.4229239|-3.7029596
30|https://www.yelp.es/biz/sala-de-despiece-madrid-2|Sala de Despiece|4.0|72|€€|Gastrobar|917 526 106|Calle de Ponzano, 11|Chamberí|40.4418079|-3.6990562
31|https://www.yelp.es/biz/the-spanish-farm-madrid|The Spanish Farm|5.0|14|€€€|Europeo moderno|914 346 306|Calle Espalter, 5|Retiro|40.4127757|-3.6900481
32|https://www.yelp.es/biz/erre-que-erre-madrid-2|Erre Que Erre|4.5|8|€€|Español|810 525 024|Calle Cava Baja, 24|La Latina|40.4125339|-3.709104999999999
33|https://www.yelp.es/biz/la-casa-del-abuelo-madrid-3|La Casa del Abuelo|4.0|139|€€|Español|915 212 319|Calle de la Victoria, 12|Sol|40.4157387|-3.701754
34|https://www.yelp.es/biz/el-asador-de-aranda-madrid-2|El Asador de Aranda|4.5|28|€€€|Español|915 472 156|Calle Preciados, 54|Sol|40.41991160000001|-3.707479999999999
35|https://www.yelp.es/biz/tandoori-station-madrid-2|Tandoori Station|4.5|70|€€|Indio|914 012 228|Calle de José Ortega y Gasset, 89- 91|Salamanca|40.4298357|-3.6710515
36|https://www.yelp.es/biz/la-tasqueria-madrid-3|La Tasqueria|5.0|16|€€€|Español|914 511 000|Calle Duque de Sesto, 48|Salamanca|40.4223221|-3.673701
37|https://www.yelp.es/biz/plaza-espa%C3%B1a-9-madrid|Plaza España 9|4.5|46|€€|Español|915 421 012|Plaza de España, 9|Argüelles|40.4219684|-3.7137266
38|https://www.yelp.es/biz/la-gabinoteca-madrid|La Gabinoteca|4.0|63|€€|Español|913 991 500|Calle de Fernández de la Hoz, 53|Chamberí|40.43881|-3.6945983
39|https://www.yelp.es/biz/tuk-tuk-madrid|Tuk Tuk|4.0|66|€|Cocina asiática|914 459 180|Calle del Cardenal Cisneros, 6|Chamberí|40.4299682|-3.7014533
40|https://www.yelp.es/biz/la-maruca-madrid|La Maruca|4.0|44|€€€|Español|917 814 969|Calle Velázquez, 54|Salamanca|40.4275154|-3.6836184
41|https://www.yelp.es/biz/la-caba%C3%B1a-argentina-madrid-2|La Cabaña Argentina|4.5|61|€€€|Argentino|913 697 202|Calle de Ventura de la Vega, 10|Cortes|40.4156556|-3.698985
42|https://www.yelp.es/biz/lamucca-de-pez-madrid|Lamucca de Pez|3.5|87|€€|Europeo moderno|915 210 000|Plaza de Carlos Cambronero, 4|Malasaña|40.4233448|-3.703938099999999
43|https://www.yelp.es/biz/pez-tortilla-madrid|Pez Tortilla|4.0|44|€|Español|653 919 984|Calle de Pez, 36|Malasaña|40.4242214|-3.7064435
44|https://www.yelp.es/biz/restaurante-amaz%C3%B3nico-madrid-2|Restaurante Amazónico|3.5|45|€€€€|Internacional|915 154 332|Calle Jorge Juan, 20|Salamanca|40.4231886|-3.6861171
45|https://www.yelp.es/biz/casa-toni-madrid|Casa Toni|4.5|71|€|Tapas, pinchos o raciones|915 322 580|Calle de la Cruz, 14|Sol|40.4155522|-3.7018627
46|https://www.yelp.es/biz/garc%C3%ADa-de-la-navarra-madrid|García de la Navarra|5.0|16|€€|Vinaterías|915 233 647|Calle de Montalbán, 3|Retiro|40.4182794|-3.6910379
47|https://www.yelp.es/biz/el-imparcial-madrid|El Imparcial|4.0|29|€€|Mediterráneo|917 958 986|Calle Duque de Alba, 4|Tirso de Molina|40.4119675|-3.7058634
48|https://www.yelp.es/biz/80-grados-madrid-2|80 Grados|4.0|46|€€|Español|914 458 351|Calle de Manuela Malasaña, 10|Malasaña|40.42871179999999|-3.7036391
49|https://www.yelp.es/biz/pimiento-verde-madrid|Pimiento Verde|4.5|23|€€|Vasco|915 412 140|Calle de Quintana, 1|Argüelles|40.4287031|-3.715183699999999
50|https://www.yelp.es/biz/vinoteca-morat%C3%ADn-madrid-2|Vinoteca Moratín|5.0|32|€€€|Español|911 276 085|Calle de Moratín, 36|Cortes|40.41254380000001|-3.6954274
51|https://www.yelp.es/biz/cacao-restobar-madrid|Cacao Restobar|5.0|95|€€|Mediterráneo|910 529 634|Calle de Moratin, 19|Cortes|40.4124403|-3.696960599999999
52|https://www.yelp.es/biz/la-sanabresa-madrid|La Sanabresa|4.5|51|€€|Español|914 290 338|Calle del Amor de Dios, 12|Cortes|40.4125588|-3.6985587
53|https://www.yelp.es/biz/las-tortillas-de-gabino-madrid|Las Tortillas de Gabino|4.5|20|€€|Europeo moderno|913 197 505|Calle de Rafael Calvo, 20|Chamberí|40.4338062|-3.6939024
54|https://www.yelp.es/biz/la-bien-aparecida-madrid|La Bien Aparecida|5.0|5|€€€|Español|911 593 939|Calle de Jorge Juan, 8|Salamanca|40.4238357|-3.6871022
55|https://www.yelp.es/biz/casa-salvador-madrid-2|Casa Salvador|4.0|31|€€|Español|915 214 524|Calle Barbieri, 12|Chueca|40.4212572|-3.6980506
56|https://www.yelp.es/biz/triciclo-madrid|TriCiclo|4.5|78|€€€|Bares de tapas|910 244 798|Calle Santa María, 28|Cortes|40.4128327|-3.6972391
57|https://www.yelp.es/biz/casa-julio-madrid|Casa Julio|4.5|39|€€|Bares de tapas|915 227 274|Calle de la Madera, 37|Malasaña|40.4243297|-3.7037525
58|https://www.yelp.es/biz/la-gringa-madrid|La Gringa|4.5|59|€|Americano (tradicional)|679 183 399|Calle San Vicente Ferrer, 57|Universidad|40.4261241|-3.7079049
59|https://www.yelp.es/biz/el-mes%C3%B3n-del-champi%C3%B1%C3%B3n-madrid-3|El Mesón del Champiñón|4.5|83|€€|Español|915 596 790|Calle Cava de San Miguel, 17|Sol|40.41500389999999|-3.7081637
60|https://www.yelp.es/biz/el-mini-bar-madrid-2|El Mini Bar|4.5|56|€€|Bares de tapas|616 009 704|Calle del Mesón de Paños, 1|Palacio|40.41631580000001|-3.7092141
61|https://www.yelp.es/biz/lola-09-madrid|Lola 09|4.0|34|€€|Bares de tapas|913 106 695|Calle de San Mateo, 28|Chueca|40.4260039|-3.698184699999999
62|https://www.yelp.es/biz/bosco-de-lobos-madrid|Bosco de Lobos|3.5|24|€€|Español|915 249 464|Calle Hortaleza, 63|Chueca|40.4240053|-3.69852
63|https://www.yelp.es/biz/los-galayos-madrid|Los Galayos|4.0|50|€€|Español|913 663 028|Calle de Botoneras, 5|Sol|40.4148959|-3.7066068
64|https://www.yelp.es/biz/o-pazo-de-lugo-madrid|O Pazo de Lugo|4.0|55|€€|Español|915 396 057|Calle de Argumosa, 28|Lavapiés y Embajadores|40.4073844|-3.6965382
65|https://www.yelp.es/biz/la-bola-madrid|La Bola|4.0|56|€€|Español|915 476 930|Calle de la Bola, 5|Palacio|40.420058|-3.710531699999999
66|https://www.yelp.es/biz/el-tigre-madrid|El Tigre|3.5|369|€|Bares de tapas|915 320 072|Calle de las Infantas, 30|Chueca|40.4202752|-3.6987578
67|https://www.yelp.es/biz/pizzaiolo-madrid|Pizzaiolo|4.5|103|€€|Italiano|913 192 964|Calle de Hortaleza, 84|Chueca|40.4237535|-3.6984677
68|https://www.yelp.es/biz/bar-galleta-madrid-3|Bar Galleta|3.5|21|€€|Español|915 311 161|Calle Corredera Baja de San Pablo, 31|Malasaña|40.4227336|-3.703669999999999
69|https://www.yelp.es/biz/zombie-madrid|Zombie|4.0|55|€€|Europeo moderno|910 111 952|Calle Pez, 7|Malasaña|40.4232446|-3.7047904
70|https://www.yelp.es/biz/viridiana-madrid|Viridiana|4.5|28|€€€€|Español|915 311 039|Calle Juan de Mena, 14|Retiro|40.4171647|-3.6897014
71|https://www.yelp.es/biz/la-tita-rivera-madrid|La Tita Rivera|4.0|69|€€|Español|915 221 890|Calle de Pérez Galdós, 4|Chueca|40.42240839999999|-3.7005021
72|https://www.yelp.es/biz/casa-labra-madrid|Casa Labra|4.0|101|€|Español|915 310 081|Calle Tetuán, 12|Sol|40.4171724|-3.704593
73|https://www.yelp.es/biz/txapela-madrid|Txapela|4.0|60|€|Vasco|917 581 213|Gran Via, 64|Universidad|40.42226429999999|-3.7086683
74|https://www.yelp.es/biz/revoltosa-madrid|Revoltosa|4.0|74|€€|Bares de barrio|915 319 096|Plaza del Rey, 4|Chueca|40.4204472|-3.695906
75|https://www.yelp.es/biz/tatel-madrid|Tatel|4.5|31|€€€€|Español|911 721 841|Paseo de la Castellana, 36|Salamanca|40.4323104|-3.6872047
76|https://www.yelp.es/biz/puerto-rico-madrid|Puerto Rico|4.5|36|€€|Español|915 219 834|Calle de la Chinchilla, 2|Sol|40.4192348|-3.7039507
77|https://www.yelp.es/biz/mad-brewing-madrid|Mad Brewing|4.5|15|€€|Fábrica de cerveza|914 402 395|Calle Julian Camarillo, 19|San Blas|40.4347753|-3.6305276
78|https://www.yelp.es/biz/el-cogollo-madrid|El Cogollo|4.5|20|€€|Español|911 960 351|Calle de las Hileras, 6|Sol|40.4169996|-3.7081468
79|https://www.yelp.es/biz/marina-ventura-madrid-3|Marina Ventura|4.5|40|€€€|Arrocería / Paella|914 293 810|Calle Ventura de la Vega, 13|Cortes|40.4153939|-3.6988751
80|https://www.yelp.es/biz/la-descubierta-madrid|La Descubierta|4.0|71|€|Español|915 329 757|Calle de Barcelona, 12|Sol|40.4152048|-3.7026268
81|https://www.yelp.es/biz/bar-tomate-madrid-4|Bar Tomate|4.5|52|€€|Cocina de autor|917 023 870|Calle Fernando el Santo, 26|Chamberí|40.42799189999999|-3.6905667
82|https://www.yelp.es/biz/el-barril-de-las-letras-madrid-3|El Barril de las Letras|4.0|45|€€€€|Marisquerías|911 863 632|Calle de Cervantes, 28|Cortes|40.4142955|-3.6967029
83|https://www.yelp.es/biz/diverxo-madrid|Diverxo|4.5|48|€€€€|Cocina de autor|915 700 766|Calle Padre Damián, 23|Chamartín|40.4583783|-3.6859762
84|https://www.yelp.es/biz/angelita-madrid-2|Angelita|4.5|23|€€€|Español|915 216 678|Calle de la Reina, 4|Chueca|40.4198899|-3.6985816
85|https://www.yelp.es/biz/txirimiri-madrid-2|Txirimiri|4.5|56|€€|Vasco|913 641 196|Calle del Humilladero, 6|La Latina|40.4110937|-3.7106296
86|https://www.yelp.es/biz/sagardi-madrid-26|Sagardi|5.0|4|€€|Vasco|915 312 564|Calle de Jovellanos, 3|Cortes|40.4173497|-3.6965418
87|https://www.yelp.es/biz/habanera-madrid|Habanera|4.0|16|€€€|Europeo moderno|917 372 017|Calle de Génova, 28|Justicia|40.4254083|-3.6915756
88|https://www.yelp.es/biz/el-senador-la-taberna-de-cascajares-madrid|El Senador - La Taberna de Cascajares|4.5|13|€€|Español|915 412 221|Plaza Marina Española, 2|Palacio|40.4206347|-3.7114535
89|https://www.yelp.es/biz/alconada-madrid|Alconada|5.0|4|€€|Español|914 736 699|Paseo de Santamaría de la Cabeza,61|Arganzuela|40.3999564|-3.6999907
90|https://www.yelp.es/biz/circo-de-las-tapas-madrid-2|Circo de las Tapas|4.0|35|€€|Bares de tapas|911 886 014|Calle Corredera Baja de San Pablo, 21|Malasaña|40.4224358|-3.7042381
91|https://www.yelp.es/biz/esteban-madrid|Esteban|4.5|10|€€|Español|913 669 391|Calle Cava Baja, 36|La Latina|40.4121193|-3.7099584
92|https://www.yelp.es/biz/casa-mingo-madrid|Casa Mingo|4.0|117|€€|Tapas, pinchos o raciones|915 477 918|Paseo de la Florida, 34|Casa de Campo|40.4249865|-3.7253883
93|https://www.yelp.es/biz/indian-aroma-madrid|Indian Aroma|4.5|47|€€|Indio|913 692 333|Calle de Ventura de la Vega, 6|Cortes|40.4159588|-3.699137399999999
94|https://www.yelp.es/biz/vega-madrid-2|Vega|4.0|73|€€|Comida vegana|910 704 969|Calle de la Luna, 9|Malasaña|40.4223334|-3.7061366
95|https://www.yelp.es/biz/lamucca-de-prado-madrid-3|Lamucca de Prado|4.0|75|€€|Bares de tapas|915 210 000|Calle del Prado, 16|Cortes|40.4148019|-3.6986813
96|https://www.yelp.es/biz/los-montes-de-galicia-madrid-2|Los Montes de Galicia|4.5|37|€€€|Español|913 552 786|Calle de Azcona, 46|Salamanca|40.4347275|-3.6682732
97|https://www.yelp.es/biz/tartan-roof-madrid|Tartan Roof|4.0|30|€€|Europeo moderno|672 557 171|Azotea del Círculo de Bellas Artes|Cortes|40.4183253|-3.6964847
98|https://www.yelp.es/biz/zerain-madrid|Zerain|4.5|24|€€|Vasco|914 297 909|Calle de Quevedo, 3|Cortes|40.4140738|-3.6974894
99|https://www.yelp.es/biz/askuabarra-madrid-2|Askuabarra|4.0|9|€€|Español|915 937 507|Calle Arlaban, 7|Cortes|40.4172127|-3.6987975
100|https://www.yelp.es/biz/la-catapa-madrid|La Catapa|4.5|16|€€|Español|915 742 615|Calle de Menorca, 14|Retiro|40.4194058|-3.677174999999999
101|https://www.yelp.es/biz/sacha-madrid-2|Sacha|4.5|12|€€€€|Español|913 455 952|Calle de Juan Hurtado de Mendoza, 11|Chamartín|40.4605397|-3.6872354
102|https://www.yelp.es/biz/asturianos-madrid|Asturianos|4.5|11|€€|Español|915 335 947|Calle de Vallehermoso, 94|Chamberí|40.4391481|-3.708116
103|https://www.yelp.es/biz/vesuvio-madrid-2|Vesuvio|4.5|43|€|Italiano|915 215 171|Calle de Hortaleza, 4|Chueca|40.423228|-3.6989649
104|https://www.yelp.es/biz/el-paraguas-madrid|El Paraguas|4.5|45|€€€|Español|914 315 950|Calle de Jorge Juan, 16|Salamanca|40.4237682|-3.685804499999999
105|https://www.yelp.es/biz/taberna-de-la-daniela-madrid-4|Taberna de la Daniela|4.0|12|€|Español|913 662 018|Calle Cuchilleros, 9|Sol|40.4144673|-3.707942899999999
106|https://www.yelp.es/biz/la-plater%C3%ADa-madrid-2|La Platería|4.0|70|€€|Español|914 291 722|Calle de Moratín, 49|Cortes|40.4127102|-3.6943565
107|https://www.yelp.es/biz/el-perro-y-la-galleta-madrid|El Perro y La Galleta|4.0|10|€€€|Tapas, pinchos o raciones|606 822 421|Calle de Claudio Coello, 1|Salamanca|40.4205123|-3.687363
108|https://www.yelp.es/biz/jimbo-smokehouse-madrid|Jimbo Smokehouse|3.5|14|€€|Asadores|910 005 540|Plaza Descubridor Diego de Ordás, 4|Chamberí|40.4405571|-3.7002148
109|https://www.yelp.es/biz/bacira-madrid|Bacira|5.0|20|€€€|Español|918 664 030|Calle del Castillo, 16|Chamberí|40.43375390000001|-3.6990363
110|https://www.yelp.es/biz/grazie-mille-madrid|Grazie Mille|4.0|73|€€|Italiano|913 645 785|Calle Mayor, 31|Sol|40.41608|-3.707434199999999
111|https://www.yelp.es/biz/donde-da-la-vuelta-el-viento-madrid|Donde da la Vuelta el Viento|4.5|37|€|Bares de tapas|910 177 240|Calle de Mesón de Paredes, 81|Lavapiés y Embajadores|40.4062399|-3.7014645
112|https://www.yelp.es/biz/la-monta%C3%B1a-madrid-3|La Montaña|4.5|10|€€|Español|915 432 653|Calle de Andrés Mellado, 3|Chamberí|40.4309294|-3.714893
113|https://www.yelp.es/biz/bodegas-rosell-madrid|Bodegas Rosell|4.0|29|€€|Español|914 678 458|Calle del Gral. Lacy, 14|Arganzuela|40.403752|-3.690901
114|https://www.yelp.es/biz/flavia-madrid|Flavia|4.5|42|€€|Italiano|914 939 051|Calle Gil de Santivañes, 2|Salamanca|40.4224007|-3.6896002
115|https://www.yelp.es/biz/la-polonesa-madrid|La Polonesa|4.5|5|€€|Polaco|914 339 457|Calle de Narciso Serra, 3|Retiro|40.4042016|-3.6797154
116|https://www.yelp.es/biz/la-castela-madrid|La Castela|4.5|28|€€€|Español|915 735 590|Calle del Dr. Castelo, 22|Retiro|40.4202017|-3.6767041
117|https://www.yelp.es/biz/casa-pachuco-madrid|Casa Pachuco|4.5|10|€€|Bares de tapas|633 414 262|Calle de los Tres Peces, 15|Lavapiés y Embajadores|40.4108112|-3.6993368
118|https://www.yelp.es/biz/el-club-allard-madrid|El Club Allard|5.0|27|€€€€|Europeo moderno|915 590 939|Calle de Ferraz, 2|Argüelles|40.4232972|-3.7142785
119|https://www.yelp.es/biz/la-bodega-de-los-secretos-madrid|La Bodega de Los Secretos|4.5|24|€€€|Español|914 290 396|Calle San Blas, 4|Cortes|40.4775998|-3.6877775
120|https://www.yelp.es/biz/taberna-rayuela-madrid|Taberna Rayuela|4.5|18|€€|Español|913 658 276|Calle de la Morería, 8|La Latina|40.4131215|-3.7132563
121|https://www.yelp.es/biz/la-venencia-madrid|La Venencia|4.0|56|€|Vinaterías|914 297 313|Calle Echegaray, 7|Cortes|40.4158357|-3.6995633
122|https://www.yelp.es/biz/los-chuchis-madrid|Los Chuchis|4.5|27|€€|Bares de barrio|911 276 606|Calle del Amparo, 82|Lavapiés y Embajadores|40.4072782|-3.7010846
123|https://www.yelp.es/biz/the-stuyck-co-madrid-3|The Stuyck Co.|4.5|29|€€|Bares de tapas|914 669 298|Calle Corredera Alta de San Pablo, 33|Malasaña|40.4264736|-3.7017518
124|https://www.yelp.es/biz/revuelta-madrid-4|Revuelta|4.5|33|€|Bares de tapas|913 663 332|Calle Latoneros, 3|Sol|40.4138689|-3.7078317
125|https://www.yelp.es/biz/goiko-grill-madrid|Goiko Grill|4.5|72|€|Hamburgueserías|910 609 936|Calle de María de Molina, 20|Salamanca|40.4376673|-3.6867095
126|https://www.yelp.es/biz/dstage-madrid|DSTAgE|4.5|25|€€€€|Cocina de autor|917 021 586|Calle de Regueros, 8|Chueca|40.4246823|-3.6962855
127|https://www.yelp.es/biz/las-cuevas-de-luis-candelas-madrid|Las Cuevas de Luis Candelas|4.0|28|€€€|Asadores|913 665 428|Calle de los Cuchilleros, 1|Sol|40.4148478|-3.708102999999999
128|https://www.yelp.es/biz/la-entretenida-madrid|La Entretenida|4.5|27|€€€|Tabernas|917 377 588|Calle Cervantes, 16|Cortes|40.4142088|-3.697759199999999
129|https://www.yelp.es/biz/el-urogallo-madrid|El Urogallo|4.0|12|€€|Español|915 262 369|Paseo de la Puerta del Ángel, s/n|Casa de Campo|40.4157771|-3.7322927
130|https://www.yelp.es/biz/el-madro%C3%B1o-madrid-4|El Madroño|4.0|39|€€|De copas|913 645 629|Plaza de la Puerta Cerrada, 7|La Latina|40.4136078|-3.7089656
131|https://www.yelp.es/biz/the-knife-madrid|The Knife|4.0|18|€€|Asadores|911 898 097|Calle Arturo Soria, 126|Ciudad Lineal|40.4499968|-3.6507593
132|https://www.yelp.es/biz/ultramarinos-quint%C3%ADn-madrid|Ultramarinos Quintín|3.5|32|€€€|Español|917 864 624|Calle de Jorge Juan, 17|Salamanca|40.4239823|-3.6853422
133|https://www.yelp.es/biz/toga-madrid|Toga|5.0|11|€€€|Español|910 414 439|Calle Juanelo, 23|Lavapiés y Embajadores|40.4110379|-3.706646399999999
134|https://www.yelp.es/biz/pajarita-madrid|Pajarita|4.0|23|€€|Cocina de autor|915 917 310|Calle Apodaca, 20|Justicia|40.4272742|-3.6997592
135|https://www.yelp.es/biz/desenga%C3%B1o-13-madrid|Desengaño 13|4.5|8|€€€|Español|915 328 087|Calle Desengaño, 13|Malasaña|40.4210241|-3.7044462
136|https://www.yelp.es/biz/malatesta-madrid|Malatesta|4.0|48|€€|Italiano|913 659 097|Calle Coloreros, 5|Sol|40.4165487|-3.7070676
137|https://www.yelp.es/biz/kitchen-154-madrid|Kitchen 154|4.5|12|€€|Fusión asiática|911 389 995|Mercado Vallehermoso|Chamberí|40.4340099|-3.7080281
138|https://www.yelp.es/biz/yerbabuena-madrid|Yerbabuena|4.0|99|€€|Vegetariano|915 480 811|Calle de los Bordadores, 3|Sol|40.4163939|-3.7078252
139|https://www.yelp.es/biz/fismuler-madrid|Fismuler|3.5|12|€€€€|Mediterráneo|918 277 581|Calle de Sagasta 29|Chamberí|40.4281744|-3.6972758
140|https://www.yelp.es/biz/yakitoro-madrid|Yakitoro|4.0|113|€€|Japonés|917 371 441|Calle de la Reina, 41|Chueca|40.4197554|-3.6973884
141|https://www.yelp.es/biz/ribeira-do-mi%C3%B1o-madrid-2|Ribeira do Miño|4.0|32|€€|Marisquerías|915 219 854|Calle de Santa Brígida, 1|Chueca|40.4244847|-3.7002429
